GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0048079	regulation of cuticle pigmentation	5	0	0.09	1	1	BP
GO:0048081	positive regulation of cuticle pigmentat...	2	0	0.04	1	1	BP
GO:0048082	regulation of adult chitin-containing cu...	3	0	0.06	1	1	BP
GO:0048086	negative regulation of developmental pig...	3	0	0.06	1	1	BP
GO:0048087	positive regulation of developmental pig...	8	0	0.15	1	1	BP
GO:0048096	chromatin-mediated maintenance of transc...	10	0	0.18	1	1	BP
GO:0048098	antennal joint development	1	0	0.02	1	1	BP
GO:0048099	anterior/posterior lineage restriction, ...	7	0	0.13	1	1	BP
GO:0048100	wing disc anterior/posterior pattern for...	12	0	0.22	1	1	BP
GO:0048104	establishment of body hair or bristle pl...	5	0	0.09	1	1	BP
GO:0048105	establishment of body hair planar orient...	3	0	0.06	1	1	BP
GO:0048132	female germ-line stem cell asymmetric di...	14	0	0.26	1	1	BP
GO:0048133	male germ-line stem cell asymmetric divi...	3	0	0.06	1	1	BP
GO:0048134	germ-line cyst formation	31	0	0.57	1	1	BP
GO:0048135	female germ-line cyst formation	23	0	0.42	1	1	BP
GO:0048136	male germ-line cyst formation	3	0	0.06	1	1	BP
GO:0048137	spermatocyte division	14	0	0.26	1	1	BP
GO:0048138	germ-line cyst encapsulation	14	0	0.26	1	1	BP
GO:0048139	female germ-line cyst encapsulation	8	0	0.15	1	1	BP
GO:0048140	male germ-line cyst encapsulation	6	0	0.11	1	1	BP
GO:0048142	germarium-derived cystoblast division	8	0	0.15	1	1	BP
GO:0048143	astrocyte activation	6	0	0.11	1	1	BP
GO:0048148	behavioral response to cocaine	35	0	0.64	1	1	BP
GO:0048150	behavioral response to ether	12	0	0.22	1	1	BP
GO:0048162	multi-layer follicle stage	1	0	0.02	1	1	BP
GO:0048165	fused antrum stage	3	0	0.06	1	1	BP
GO:0048168	regulation of neuronal synaptic plastici...	34	0	0.63	1	1	BP
GO:0048169	regulation of long-term neuronal synapti...	15	0	0.28	1	1	BP
GO:0048170	positive regulation of long-term neurona...	2	0	0.04	1	1	BP
GO:0048172	regulation of short-term neuronal synapt...	8	0	0.15	1	1	BP
GO:0048174	negative regulation of short-term neuron...	1	0	0.02	1	1	BP
GO:0048194	Golgi vesicle budding	89	0	1.64	1	1	BP
GO:0048199	vesicle targeting, to, from or within Go...	85	0	1.56	1	1	BP
GO:0048200	Golgi transport vesicle coating	3	0	0.06	1	1	BP
GO:0048203	vesicle targeting, trans-Golgi to endoso...	2	0	0.04	1	1	BP
GO:0048205	COPI coating of Golgi vesicle	3	0	0.06	1	1	BP
GO:0048207	vesicle targeting, rough ER to cis-Golgi	79	0	1.45	1	1	BP
GO:0048208	COPII vesicle coating	79	0	1.45	1	1	BP
GO:0048209	regulation of vesicle targeting, to, fro...	5	0	0.09	1	1	BP
GO:0048210	Golgi vesicle fusion to target membrane	3	0	0.06	1	1	BP
GO:0048211	Golgi vesicle docking	1	0	0.02	1	1	BP
GO:0048212	Golgi vesicle uncoating	1	0	0.02	1	1	BP
GO:0048213	Golgi vesicle prefusion complex stabiliz...	2	0	0.04	1	1	BP
GO:0048214	regulation of Golgi vesicle fusion to ta...	1	0	0.02	1	1	BP
GO:0048215	positive regulation of Golgi vesicle fus...	1	0	0.02	1	1	BP
GO:0048219	inter-Golgi cisterna vesicle-mediated tr...	2	0	0.04	1	1	BP
GO:0048227	plasma membrane to endosome transport	11	0	0.2	1	1	BP
GO:0048229	gametophyte development	2	0	0.04	1	1	BP
GO:0048235	pollen sperm cell differentiation	1	0	0.02	1	1	BP
GO:0048239	negative regulation of DNA recombination...	1	0	0.02	1	1	BP
GO:0048240	sperm capacitation	17	0	0.31	1	1	BP
GO:0048241	epinephrine transport	5	0	0.09	1	1	BP
GO:0048242	epinephrine secretion	5	0	0.09	1	1	BP
GO:0048250	iron import into the mitochondrion	1	0	0.02	1	1	BP
GO:0048252	lauric acid metabolic process	2	0	0.04	1	1	BP
GO:0048254	snoRNA localization	4	0	0.07	1	1	BP
GO:0048255	mRNA stabilization	30	0	0.55	1	1	BP
GO:0048261	negative regulation of receptor-mediated...	12	0	0.22	1	1	BP
GO:0048268	clathrin coat assembly	10	0	0.18	1	1	BP
GO:0048278	vesicle docking	48	0	0.88	1	1	BP
GO:0048280	vesicle fusion with Golgi apparatus	10	0	0.18	1	1	BP
GO:0048289	isotype switching to IgE isotypes	1	0	0.02	1	1	BP
GO:0048290	isotype switching to IgA isotypes	12	0	0.22	1	1	BP
GO:0048291	isotype switching to IgG isotypes	5	0	0.09	1	1	BP
GO:0048293	regulation of isotype switching to IgE i...	1	0	0.02	1	1	BP
GO:0048294	negative regulation of isotype switching...	1	0	0.02	1	1	BP
GO:0048296	regulation of isotype switching to IgA i...	5	0	0.09	1	1	BP
GO:0048297	negative regulation of isotype switching...	2	0	0.04	1	1	BP
GO:0048298	positive regulation of isotype switching...	3	0	0.06	1	1	BP
GO:0048302	regulation of isotype switching to IgG i...	5	0	0.09	1	1	BP
GO:0048304	positive regulation of isotype switching...	4	0	0.07	1	1	BP
GO:0048305	immunoglobulin secretion	24	0	0.44	1	1	BP
GO:0048308	organelle inheritance	10	0	0.18	1	1	BP
GO:0048313	Golgi inheritance	8	0	0.15	1	1	BP
GO:0048316	seed development	1	0	0.02	1	1	BP
GO:0048321	axial mesodermal cell differentiation	3	0	0.06	1	1	BP
GO:0048322	axial mesodermal cell fate commitment	3	0	0.06	1	1	BP
GO:0048327	axial mesodermal cell fate specification	3	0	0.06	1	1	BP
GO:0048328	regulation of axial mesodermal cell fate...	1	0	0.02	1	1	BP
GO:0048329	negative regulation of axial mesodermal ...	1	0	0.02	1	1	BP
GO:0048331	axial mesoderm structural organization	1	0	0.02	1	1	BP
GO:0048337	positive regulation of mesodermal cell f...	2	0	0.04	1	1	BP
GO:0048338	mesoderm structural organization	2	0	0.04	1	1	BP
GO:0048342	paraxial mesodermal cell differentiation	2	0	0.04	1	1	BP
GO:0048343	paraxial mesodermal cell fate commitment	2	0	0.04	1	1	BP
GO:0048348	paraxial mesodermal cell fate specificat...	1	0	0.02	1	1	BP
GO:0048352	paraxial mesoderm structural organizatio...	1	0	0.02	1	1	BP
GO:0048364	root development	1	0	0.02	1	1	BP
GO:0048366	leaf development	40	0	0.74	1	1	BP
GO:0048367	shoot system development	42	0	0.77	1	1	BP
GO:0048382	mesendoderm development	8	0	0.15	1	1	BP
GO:0048383	mesectoderm development	2	0	0.04	1	1	BP
GO:0048386	positive regulation of retinoic acid rec...	1	0	0.02	1	1	BP
GO:0048388	endosomal lumen acidification	3	0	0.06	1	1	BP
GO:0048389	intermediate mesoderm development	1	0	0.02	1	1	BP
GO:0048390	intermediate mesoderm morphogenesis	1	0	0.02	1	1	BP
GO:0048391	intermediate mesoderm formation	1	0	0.02	1	1	BP
GO:0048392	intermediate mesodermal cell differentia...	1	0	0.02	1	1	BP
GO:0048437	floral organ development	1	0	0.02	1	1	BP
GO:0048438	floral whorl development	1	0	0.02	1	1	BP
GO:0048443	stamen development	1	0	0.02	1	1	BP
GO:0048444	floral organ morphogenesis	1	0	0.02	1	1	BP
GO:0048448	stamen morphogenesis	1	0	0.02	1	1	BP
GO:0048466	androecium development	1	0	0.02	1	1	BP
GO:0048478	replication fork protection	7	0	0.13	1	1	BP
GO:0048484	enteric nervous system development	12	0	0.22	1	1	BP
GO:0048488	synaptic vesicle endocytosis	57	0	1.05	1	1	BP
GO:0048490	anterograde synaptic vesicle transport	15	0	0.28	1	1	BP
GO:0048491	retrograde synaptic vesicle transport	2	0	0.04	1	1	BP
GO:0048496	maintenance of animal organ identity	5	0	0.09	1	1	BP
GO:0048499	synaptic vesicle membrane organization	3	0	0.06	1	1	BP
GO:0048505	regulation of timing of cell differentia...	7	0	0.13	1	1	BP
GO:0048507	meristem development	40	0	0.74	1	1	BP
GO:0048512	circadian behavior	108	0	1.99	1	1	BP
GO:0048515	spermatid differentiation	186	0	3.42	1	1	BP
GO:0048520	positive regulation of behavior	97	0	1.79	1	1	BP
GO:0048521	negative regulation of behavior	29	0	0.53	1	1	BP
GO:0048525	negative regulation of viral process	67	0	1.23	1	1	BP
GO:0048535	lymph node development	5	0	0.09	1	1	BP
GO:0048536	spleen development	32	0	0.59	1	1	BP
GO:0048537	mucosal-associated lymphoid tissue devel...	9	0	0.17	1	1	BP
GO:0048539	bone marrow development	5	0	0.09	1	1	BP
GO:0048541	Peyer's patch development	9	0	0.17	1	1	BP
GO:0048548	regulation of pinocytosis	9	0	0.17	1	1	BP
GO:0048549	positive regulation of pinocytosis	2	0	0.04	1	1	BP
GO:0048550	negative regulation of pinocytosis	7	0	0.13	1	1	BP
GO:0048567	ectodermal digestive tract morphogenesis	10	0	0.18	1	1	BP
GO:0048573	photoperiodism, flowering	1	0	0.02	1	1	BP
GO:0048580	regulation of post-embryonic development	109	0	2.01	1	1	BP
GO:0048581	negative regulation of post-embryonic de...	42	0	0.77	1	1	BP
GO:0048582	positive regulation of post-embryonic de...	44	0	0.81	1	1	BP
GO:0048597	post-embryonic camera-type eye morphogen...	4	0	0.07	1	1	BP
GO:0048600	oocyte fate commitment	2	0	0.04	1	1	BP
GO:0048601	oocyte morphogenesis	2	0	0.04	1	1	BP
GO:0048611	embryonic ectodermal digestive tract dev...	7	0	0.13	1	1	BP
GO:0048613	embryonic ectodermal digestive tract mor...	6	0	0.11	1	1	BP
GO:0048615	embryonic anterior midgut (ectodermal) m...	2	0	0.04	1	1	BP
GO:0048617	embryonic foregut morphogenesis	7	0	0.13	1	1	BP
GO:0048618	post-embryonic foregut morphogenesis	1	0	0.02	1	1	BP
GO:0048620	post-embryonic hindgut morphogenesis	2	0	0.04	1	1	BP
GO:0048625	myoblast fate commitment	2	0	0.04	1	1	BP
GO:0048627	myoblast development	1	0	0.02	1	1	BP
GO:0048630	skeletal muscle tissue growth	10	0	0.18	1	1	BP
GO:0048631	regulation of skeletal muscle tissue gro...	8	0	0.15	1	1	BP
GO:0048632	negative regulation of skeletal muscle t...	1	0	0.02	1	1	BP
GO:0048633	positive regulation of skeletal muscle t...	7	0	0.13	1	1	BP
GO:0048642	negative regulation of skeletal muscle t...	4	0	0.07	1	1	BP
GO:0048653	anther development	1	0	0.02	1	1	BP
GO:0048654	anther morphogenesis	1	0	0.02	1	1	BP
GO:0048655	anther wall tapetum morphogenesis	1	0	0.02	1	1	BP
GO:0048658	anther wall tapetum development	1	0	0.02	1	1	BP
GO:0048664	neuron fate determination	6	0	0.11	1	1	BP
GO:0048665	neuron fate specification	39	0	0.72	1	1	BP
GO:0048669	collateral sprouting in absence of injur...	3	0	0.06	1	1	BP
GO:0048672	positive regulation of collateral sprout...	2	0	0.04	1	1	BP
GO:0048674	collateral sprouting of injured axon	2	0	0.04	1	1	BP
GO:0048677	axon extension involved in regeneration	20	0	0.37	1	1	BP
GO:0048682	sprouting of injured axon	22	0	0.41	1	1	BP
GO:0048686	regulation of sprouting of injured axon	20	0	0.37	1	1	BP
GO:0048687	positive regulation of sprouting of inju...	12	0	0.22	1	1	BP
GO:0048688	negative regulation of sprouting of inju...	8	0	0.15	1	1	BP
GO:0048689	formation of growth cone in injured axon	1	0	0.02	1	1	BP
GO:0048690	regulation of axon extension involved in...	20	0	0.37	1	1	BP
GO:0048691	positive regulation of axon extension in...	12	0	0.22	1	1	BP
GO:0048692	negative regulation of axon extension in...	8	0	0.15	1	1	BP
GO:0048696	regulation of collateral sprouting in ab...	2	0	0.04	1	1	BP
GO:0048697	positive regulation of collateral sprout...	1	0	0.02	1	1	BP
GO:0048711	positive regulation of astrocyte differe...	5	0	0.09	1	1	BP
GO:0048713	regulation of oligodendrocyte differenti...	19	0	0.35	1	1	BP
GO:0048714	positive regulation of oligodendrocyte d...	9	0	0.17	1	1	BP
GO:0048715	negative regulation of oligodendrocyte d...	6	0	0.11	1	1	BP
GO:0048728	proboscis development	4	0	0.07	1	1	BP
GO:0048733	sebaceous gland development	7	0	0.13	1	1	BP
GO:0048735	haltere morphogenesis	1	0	0.02	1	1	BP
GO:0048739	cardiac muscle fiber development	9	0	0.17	1	1	BP
GO:0048741	skeletal muscle fiber development	23	0	0.42	1	1	BP
GO:0048742	regulation of skeletal muscle fiber deve...	6	0	0.11	1	1	BP
GO:0048743	positive regulation of skeletal muscle f...	1	0	0.02	1	1	BP
GO:0048753	pigment granule organization	27	0	0.5	1	1	BP
GO:0048757	pigment granule maturation	8	0	0.15	1	1	BP
GO:0048769	sarcomerogenesis	7	0	0.13	1	1	BP
GO:0048773	erythrophore differentiation	1	0	0.02	1	1	BP
GO:0048785	hatching gland development	2	0	0.04	1	1	BP
GO:0048789	cytoskeletal matrix organization at acti...	6	0	0.11	1	1	BP
GO:0048790	maintenance of presynaptic active zone s...	5	0	0.09	1	1	BP
GO:0048792	spontaneous exocytosis of neurotransmitt...	1	0	0.02	1	1	BP
GO:0048794	swim bladder development	4	0	0.07	1	1	BP
GO:0048795	swim bladder morphogenesis	2	0	0.04	1	1	BP
GO:0048796	swim bladder maturation	1	0	0.02	1	1	BP
GO:0048797	swim bladder formation	1	0	0.02	1	1	BP
GO:0048798	swim bladder inflation	1	0	0.02	1	1	BP
GO:0048800	antennal morphogenesis	13	0	0.24	1	1	BP
GO:0048802	notum morphogenesis	2	0	0.04	1	1	BP
GO:0048804	imaginal disc-derived female genitalia m...	3	0	0.06	1	1	BP
GO:0048807	female genitalia morphogenesis	4	0	0.07	1	1	BP
GO:0048815	hermaphrodite genitalia morphogenesis	2	0	0.04	1	1	BP
GO:0048816	ocellus morphogenesis	5	0	0.09	1	1	BP
GO:0048817	negative regulation of hair follicle mat...	1	0	0.02	1	1	BP
GO:0048821	erythrocyte development	20	0	0.37	1	1	BP
GO:0048822	enucleate erythrocyte development	2	0	0.04	1	1	BP
GO:0048823	nucleate erythrocyte development	2	0	0.04	1	1	BP
GO:0048827	phyllome development	41	0	0.75	1	1	BP
GO:0048831	regulation of shoot system development	1	0	0.02	1	1	BP
GO:0048845	venous blood vessel morphogenesis	11	0	0.2	1	1	BP
GO:0048866	stem cell fate specification	10	0	0.18	1	1	BP
GO:0048867	stem cell fate determination	16	0	0.29	1	1	BP
GO:0048877	homeostasis of number of retina cells	1	0	0.02	1	1	BP
GO:0048883	neuromast primordium migration	1	0	0.02	1	1	BP
GO:0048885	neuromast deposition	2	0	0.04	1	1	BP
GO:0048886	neuromast hair cell differentiation	5	0	0.09	1	1	BP
GO:0048892	lateral line nerve development	2	0	0.04	1	1	BP
GO:0048894	efferent axon development in a lateral l...	1	0	0.02	1	1	BP
GO:0048898	anterior lateral line system development	2	0	0.04	1	1	BP
GO:0048899	anterior lateral line development	2	0	0.04	1	1	BP
GO:0048918	posterior lateral line nerve development	1	0	0.02	1	1	BP
GO:0048919	posterior lateral line neuromast develop...	6	0	0.11	1	1	BP
GO:0048920	posterior lateral line neuromast primord...	1	0	0.02	1	1	BP
GO:0048922	posterior lateral line neuromast deposit...	2	0	0.04	1	1	BP
GO:0048923	posterior lateral line neuromast hair ce...	2	0	0.04	1	1	BP
GO:0048929	efferent axon development in posterior l...	1	0	0.02	1	1	BP
GO:0048936	peripheral nervous system neuron axonoge...	8	0	0.15	1	1	BP
GO:0050000	chromosome localization	66	0	1.22	1	1	BP
GO:0050427	3'-phosphoadenosine 5'-phosphosulfate me...	8	0	0.15	1	1	BP
GO:0050428	3'-phosphoadenosine 5'-phosphosulfate bi...	3	0	0.06	1	1	BP
GO:0050434	positive regulation of viral transcripti...	16	0	0.29	1	1	BP
GO:0050650	chondroitin sulfate proteoglycan biosynt...	20	0	0.37	1	1	BP
GO:0050651	dermatan sulfate proteoglycan biosynthet...	12	0	0.22	1	1	BP
GO:0050652	dermatan sulfate proteoglycan biosynthet...	1	0	0.02	1	1	BP
GO:0050653	chondroitin sulfate proteoglycan biosynt...	1	0	0.02	1	1	BP
GO:0050655	dermatan sulfate proteoglycan metabolic ...	13	0	0.24	1	1	BP
GO:0050657	nucleic acid transport	155	0	2.85	1	1	BP
GO:0050658	RNA transport	155	0	2.85	1	1	BP
GO:0050666	regulation of homocysteine metabolic pro...	5	0	0.09	1	1	BP
GO:0050667	homocysteine metabolic process	18	0	0.33	1	1	BP
GO:0050672	negative regulation of lymphocyte prolif...	27	0	0.5	1	1	BP
GO:0050686	negative regulation of mRNA processing	27	0	0.5	1	1	BP
GO:0050687	negative regulation of defense response ...	14	0	0.26	1	1	BP
GO:0050688	regulation of defense response to virus	90	0	1.66	1	1	BP
GO:0050689	negative regulation of defense response ...	3	0	0.06	1	1	BP
GO:0050690	regulation of defense response to virus ...	10	0	0.18	1	1	BP
GO:0050691	regulation of defense response to virus ...	41	0	0.75	1	1	BP
GO:0050703	interleukin-1 alpha secretion	9	0	0.17	1	1	BP
GO:0050705	regulation of interleukin-1 alpha secret...	9	0	0.17	1	1	BP
GO:0050710	negative regulation of cytokine secretio...	17	0	0.31	1	1	BP
GO:0050711	negative regulation of interleukin-1 sec...	5	0	0.09	1	1	BP
GO:0050712	negative regulation of interleukin-1 alp...	1	0	0.02	1	1	BP
GO:0050713	negative regulation of interleukin-1 bet...	1	0	0.02	1	1	BP
GO:0050717	positive regulation of interleukin-1 alp...	8	0	0.15	1	1	BP
GO:0050720	interleukin-1 beta biosynthetic process	1	0	0.02	1	1	BP
GO:0050722	regulation of interleukin-1 beta biosynt...	1	0	0.02	1	1	BP
GO:0050725	positive regulation of interleukin-1 bet...	1	0	0.02	1	1	BP
GO:0050746	regulation of lipoprotein metabolic proc...	9	0	0.17	1	1	BP
GO:0050747	positive regulation of lipoprotein metab...	6	0	0.11	1	1	BP
GO:0050748	negative regulation of lipoprotein metab...	3	0	0.06	1	1	BP
GO:0050757	thymidylate synthase biosynthetic proces...	4	0	0.07	1	1	BP
GO:0050758	regulation of thymidylate synthase biosy...	4	0	0.07	1	1	BP
GO:0050760	negative regulation of thymidylate synth...	1	0	0.02	1	1	BP
GO:0050765	negative regulation of phagocytosis	11	0	0.2	1	1	BP
GO:0050787	detoxification of mercury ion	1	0	0.02	1	1	BP
GO:0050798	activated T cell proliferation	11	0	0.2	1	1	BP
GO:0050802	circadian sleep/wake cycle, sleep	69	0	1.27	1	1	BP
GO:0050812	regulation of acyl-CoA biosynthetic proc...	8	0	0.15	1	1	BP
GO:0050826	response to freezing	1	0	0.02	1	1	BP
GO:0050843	S-adenosylmethionine catabolic process	1	0	0.02	1	1	BP
GO:0050847	progesterone receptor signaling pathway	5	0	0.09	1	1	BP
GO:0050848	regulation of calcium-mediated signaling	80	0	1.47	1	1	BP
GO:0050849	negative regulation of calcium-mediated ...	16	0	0.29	1	1	BP
GO:0050850	positive regulation of calcium-mediated ...	44	0	0.81	1	1	BP
GO:0050856	regulation of T cell receptor signaling ...	23	0	0.42	1	1	BP
GO:0050857	positive regulation of antigen receptor-...	17	0	0.31	1	1	BP
GO:0050858	negative regulation of antigen receptor-...	5	0	0.09	1	1	BP
GO:0050860	negative regulation of T cell receptor s...	5	0	0.09	1	1	BP
GO:0050861	positive regulation of B cell receptor s...	3	0	0.06	1	1	BP
GO:0050862	positive regulation of T cell receptor s...	14	0	0.26	1	1	BP
GO:0050871	positive regulation of B cell activation	35	0	0.64	1	1	BP
GO:0050872	white fat cell differentiation	6	0	0.11	1	1	BP
GO:0050873	brown fat cell differentiation	27	0	0.5	1	1	BP
GO:0050882	voluntary musculoskeletal movement	6	0	0.11	1	1	BP
GO:0050893	sensory processing	16	0	0.29	1	1	BP
GO:0050909	sensory perception of taste	45	0	0.83	1	1	BP
GO:0050912	detection of chemical stimulus involved ...	13	0	0.24	1	1	BP
GO:0050913	sensory perception of bitter taste	17	0	0.31	1	1	BP
GO:0050915	sensory perception of sour taste	9	0	0.17	1	1	BP
GO:0050916	sensory perception of sweet taste	6	0	0.11	1	1	BP
GO:0050923	regulation of negative chemotaxis	2	0	0.04	1	1	BP
GO:0050924	positive regulation of negative chemotax...	1	0	0.02	1	1	BP
GO:0050925	negative regulation of negative chemotax...	1	0	0.02	1	1	BP
GO:0050926	regulation of positive chemotaxis	21	0	0.39	1	1	BP
GO:0050927	positive regulation of positive chemotax...	20	0	0.37	1	1	BP
GO:0050929	induction of negative chemotaxis	1	0	0.02	1	1	BP
GO:0050930	induction of positive chemotaxis	1	0	0.02	1	1	BP
GO:0050932	regulation of pigment cell differentiati...	4	0	0.07	1	1	BP
GO:0050935	iridophore differentiation	1	0	0.02	1	1	BP
GO:0050936	xanthophore differentiation	1	0	0.02	1	1	BP
GO:0050941	negative regulation of pigment cell diff...	1	0	0.02	1	1	BP
GO:0050942	positive regulation of pigment cell diff...	2	0	0.04	1	1	BP
GO:0050951	sensory perception of temperature stimul...	30	0	0.55	1	1	BP
GO:0050955	thermoception	15	0	0.28	1	1	BP
GO:0050957	equilibrioception	4	0	0.07	1	1	BP
GO:0050960	detection of temperature stimulus involv...	9	0	0.17	1	1	BP
GO:0050961	detection of temperature stimulus involv...	22	0	0.41	1	1	BP
GO:0050965	detection of temperature stimulus involv...	22	0	0.41	1	1	BP
GO:0050966	detection of mechanical stimulus involve...	37	0	0.68	1	1	BP
GO:0050968	detection of chemical stimulus involved ...	13	0	0.24	1	1	BP
GO:0050975	sensory perception of touch	40	0	0.74	1	1	BP
GO:0050976	detection of mechanical stimulus involve...	18	0	0.33	1	1	BP
GO:0050994	regulation of lipid catabolic process	30	0	0.55	1	1	BP
GO:0050995	negative regulation of lipid catabolic p...	11	0	0.2	1	1	BP
GO:0050996	positive regulation of lipid catabolic p...	17	0	0.31	1	1	BP
GO:0050999	regulation of nitric-oxide synthase acti...	27	0	0.5	1	1	BP
GO:0051000	positive regulation of nitric-oxide synt...	10	0	0.18	1	1	BP
GO:0051001	negative regulation of nitric-oxide synt...	12	0	0.22	1	1	BP
GO:0051004	regulation of lipoprotein lipase activit...	21	0	0.39	1	1	BP
GO:0051005	negative regulation of lipoprotein lipas...	4	0	0.07	1	1	BP
GO:0051006	positive regulation of lipoprotein lipas...	3	0	0.06	1	1	BP
GO:0051012	microtubule sliding	5	0	0.09	1	1	BP
GO:0051013	microtubule severing	8	0	0.15	1	1	BP
GO:0051014	actin filament severing	10	0	0.18	1	1	BP
GO:0051023	regulation of immunoglobulin secretion	24	0	0.44	1	1	BP
GO:0051024	positive regulation of immunoglobulin se...	4	0	0.07	1	1	BP
GO:0051025	negative regulation of immunoglobulin se...	1	0	0.02	1	1	BP
GO:0051026	chiasma assembly	8	0	0.15	1	1	BP
GO:0051028	mRNA transport	92	0	1.69	1	1	BP
GO:0051029	rRNA transport	3	0	0.06	1	1	BP
GO:0051030	snRNA transport	3	0	0.06	1	1	BP
GO:0051031	tRNA transport	4	0	0.07	1	1	BP
GO:0051036	regulation of endosome size	13	0	0.24	1	1	BP
GO:0051037	regulation of transcription involved in ...	2	0	0.04	1	1	BP
GO:0051039	positive regulation of transcription inv...	2	0	0.04	1	1	BP
GO:0051040	regulation of calcium-independent cell-c...	1	0	0.02	1	1	BP
GO:0051042	negative regulation of calcium-independe...	1	0	0.02	1	1	BP
GO:0051044	positive regulation of membrane protein ...	18	0	0.33	1	1	BP
GO:0051055	negative regulation of lipid biosyntheti...	37	0	0.68	1	1	BP
GO:0051066	dihydrobiopterin metabolic process	2	0	0.04	1	1	BP
GO:0051067	dihydropteridine metabolic process	2	0	0.04	1	1	BP
GO:0051068	dihydrolipoamide metabolic process	1	0	0.02	1	1	BP
GO:0051078	meiotic nuclear envelope disassembly	2	0	0.04	1	1	BP
GO:0051081	nuclear envelope disassembly	13	0	0.24	1	1	BP
GO:0051083	'de novo' cotranslational protein foldin...	3	0	0.06	1	1	BP
GO:0051084	'de novo' posttranslational protein fold...	22	0	0.41	1	1	BP
GO:0051085	chaperone cofactor-dependent protein ref...	16	0	0.29	1	1	BP
GO:0051086	chaperone mediated protein folding indep...	1	0	0.02	1	1	BP
GO:0051088	PMA-inducible membrane protein ectodomai...	4	0	0.07	1	1	BP
GO:0051089	constitutive protein ectodomain proteoly...	1	0	0.02	1	1	BP
GO:0051095	regulation of helicase activity	9	0	0.17	1	1	BP
GO:0051096	positive regulation of helicase activity	8	0	0.15	1	1	BP
GO:0051097	negative regulation of helicase activity	1	0	0.02	1	1	BP
GO:0051102	DNA ligation involved in DNA recombinati...	1	0	0.02	1	1	BP
GO:0051103	DNA ligation involved in DNA repair	9	0	0.17	1	1	BP
GO:0051105	regulation of DNA ligation	3	0	0.06	1	1	BP
GO:0051106	positive regulation of DNA ligation	3	0	0.06	1	1	BP
GO:0051123	RNA polymerase II preinitiation complex ...	26	0	0.48	1	1	BP
GO:0051125	regulation of actin nucleation	20	0	0.37	1	1	BP
GO:0051126	negative regulation of actin nucleation	10	0	0.18	1	1	BP
GO:0051127	positive regulation of actin nucleation	5	0	0.09	1	1	BP
GO:0051131	chaperone-mediated protein complex assem...	9	0	0.17	1	1	BP
GO:0051132	NK T cell activation	4	0	0.07	1	1	BP
GO:0051133	regulation of NK T cell activation	3	0	0.06	1	1	BP
GO:0051135	positive regulation of NK T cell activat...	3	0	0.06	1	1	BP
GO:0051136	regulation of NK T cell differentiation	2	0	0.04	1	1	BP
GO:0051138	positive regulation of NK T cell differe...	2	0	0.04	1	1	BP
GO:0051152	positive regulation of smooth muscle cel...	6	0	0.11	1	1	BP
GO:0051156	glucose 6-phosphate metabolic process	16	0	0.29	1	1	BP
GO:0051167	xylulose 5-phosphate metabolic process	4	0	0.07	1	1	BP
GO:0051170	import into nucleus	163	0	3	1	1	BP
GO:0051176	positive regulation of sulfur metabolic ...	2	0	0.04	1	1	BP
GO:0051177	meiotic sister chromatid cohesion	10	0	0.18	1	1	BP
GO:0051182	coenzyme transport	10	0	0.18	1	1	BP
GO:0051189	prosthetic group metabolic process	8	0	0.15	1	1	BP
GO:0051195	negative regulation of cofactor metaboli...	36	0	0.66	1	1	BP
GO:0051198	negative regulation of coenzyme metaboli...	33	0	0.61	1	1	BP
GO:0051204	protein insertion into mitochondrial mem...	15	0	0.28	1	1	BP
GO:0051205	protein insertion into membrane	27	0	0.5	1	1	BP
GO:0051220	cytoplasmic sequestering of protein	25	0	0.46	1	1	BP
GO:0051225	spindle assembly	131	0	2.41	1	1	BP
GO:0051228	mitotic spindle disassembly	3	0	0.06	1	1	BP
GO:0051229	meiotic spindle disassembly	2	0	0.04	1	1	BP
GO:0051230	spindle disassembly	5	0	0.09	1	1	BP
GO:0051231	spindle elongation	24	0	0.44	1	1	BP
GO:0051232	meiotic spindle elongation	4	0	0.07	1	1	BP
GO:0051236	establishment of RNA localization	157	0	2.89	1	1	BP
GO:0051237	maintenance of RNA location	2	0	0.04	1	1	BP
GO:0051255	spindle midzone assembly	14	0	0.26	1	1	BP
GO:0051256	mitotic spindle midzone assembly	9	0	0.17	1	1	BP
GO:0051257	meiotic spindle midzone assembly	8	0	0.15	1	1	BP
GO:0051279	regulation of release of sequestered cal...	36	0	0.66	1	1	BP
GO:0051280	negative regulation of release of seques...	7	0	0.13	1	1	BP
GO:0051281	positive regulation of release of seques...	9	0	0.17	1	1	BP
GO:0051284	positive regulation of sequestering of c...	7	0	0.13	1	1	BP
GO:0051289	protein homotetramerization	73	0	1.34	1	1	BP
GO:0051292	nuclear pore complex assembly	8	0	0.15	1	1	BP
GO:0051293	establishment of spindle localization	83	0	1.53	1	1	BP
GO:0051294	establishment of spindle orientation	65	0	1.2	1	1	BP
GO:0051295	establishment of meiotic spindle localiz...	12	0	0.22	1	1	BP
GO:0051296	establishment of meiotic spindle orienta...	8	0	0.15	1	1	BP
GO:0051298	centrosome duplication	75	0	1.38	1	1	BP
GO:0051299	centrosome separation	30	0	0.55	1	1	BP
GO:0051300	spindle pole body organization	1	0	0.02	1	1	BP
