Hvul_g10365_1	Xesp_008452
Hvul_g6359_1	Xesp_007440
Hvul_g1580_1	Xesp_007440
Hvul_g26054_1	Xesp_007440
Hvul_g30037_1	Xesp_011795
Hvul_g11555_1	Xesp_008285
Hvul_g23171_1	Xesp_021722
Hvul_g16901_1	Xesp_021722
Hvul_g9056_1	Xesp_002803
Hvul_g15970_1	Xesp_014435
Hvul_g15973_1	Xesp_014435
Hvul_g15975_1	Xesp_014435
Hvul_g21415_1	Xesp_005643
Hvul_g4035_1	Xesp_016607
Hvul_g10501_1	Xesp_008456
Hvul_g10091_1	Xesp_008322
Hvul_g22859_1	Xesp_001277
Hvul_g22852_1	Xesp_001277
Hvul_g15259_1	Xesp_015368
Hvul_g14761_1	Xesp_025014
Hvul_g14764_1	Xesp_025014
Hvul_g20441_1	Xesp_012617
Hvul_g35_1	Xesp_012617
Hvul_g34_1	Xesp_012617
Hvul_g6856_1	Xesp_009592
Hvul_g9569_1	Xesp_008292
Hvul_g24621_1	Xesp_011657
Hvul_g24621_1	Xesp_011660
Hvul_g30122_1	Xesp_012285
Hvul_g15181_1	Xesp_009189
Hvul_g10980_1	Xesp_011827
Hvul_g29021_1	Xesp_004667
Hvul_g31671_1	Xesp_019850
Hvul_g11503_1	Xesp_023806
Hvul_g11503_1	Xesp_028235
Hvul_g11503_1	Xesp_015600
Hvul_g28713_1	Xesp_000371
Hvul_g30753_1	Xesp_000371
Hvul_g30754_1	Xesp_000371
Hvul_g30752_1	Xesp_000371
Hvul_g10144_1	Xesp_002658
Hvul_g8469_1	Xesp_009713
Hvul_g8470_1	Xesp_009713
Hvul_g16259_1	Xesp_021869
Hvul_g10170_1	Xesp_000838
Hvul_g23077_1	Xesp_012841
Hvul_g6843_1	Xesp_009633
Hvul_g26840_1	Xesp_002767
Hvul_g33688_1	Xesp_005362
Hvul_g5864_1	Xesp_009624
Hvul_g5863_1	Xesp_009624
Hvul_g12910_1	Xesp_005775
Hvul_g5537_1	Xesp_015480
Hvul_g5540_1	Xesp_015480
Hvul_g11940_1	Xesp_015745
Hvul_g11933_1	Xesp_015745
Hvul_g25683_1	Xesp_028980
Hvul_g4068_1	Xesp_012482
Hvul_g4073_1	Xesp_012482
Hvul_g4766_1	Xesp_012568
Hvul_g9639_1	Xesp_011256
Hvul_g7654_1	Xesp_022131
Hvul_g6975_1	Xesp_016131
Hvul_g17730_1	Xesp_024269
Hvul_g19543_1	Xesp_003254
Hvul_g19545_1	Xesp_003254
Hvul_g4486_1	Xesp_008666
Hvul_g23860_1	Xesp_015855
Hvul_g3751_1	Xesp_014273
Hvul_g3433_1	Xesp_012381
Hvul_g18446_1	Xesp_014616
Hvul_g31867_1	Xesp_012952
Hvul_g22962_1	Xesp_001247
Hvul_g14401_1	Xesp_024293
Hvul_g14401_1	Xesp_024095
Hvul_g19350_1	Xesp_014192
Hvul_g14531_1	Xesp_004509
Hvul_g19172_1	Xesp_004936
Hvul_g13741_1	Xesp_008057
Hvul_g17705_1	Xesp_008057
Hvul_g17704_1	Xesp_008057
Hvul_g13741_1	Xesp_008061
Hvul_g17705_1	Xesp_008061
Hvul_g17704_1	Xesp_008061
Hvul_g20389_1	Xesp_022295
Hvul_g20388_1	Xesp_022295
Hvul_g6802_1	Xesp_011328
Hvul_g6799_1	Xesp_011328
Hvul_g4800_1	Xesp_013020
Hvul_g11270_1	Xesp_014723
Hvul_g27033_1	Xesp_012496
Hvul_g27031_1	Xesp_012496
Hvul_g32198_1	Xesp_011513
Hvul_g29497_1	Xesp_002392
Hvul_g29496_1	Xesp_002392
Hvul_g16168_1	Xesp_008826
Hvul_g4761_1	Xesp_008263
Hvul_g12387_1	Xesp_018781
Hvul_g31027_1	Xesp_008139
Hvul_g18421_1	Xesp_025326
Hvul_g14851_1	Xesp_012312
Hvul_g11305_1	Xesp_023846
Hvul_g11305_1	Xesp_009418
Hvul_g28625_1	Xesp_018788
Hvul_g28626_1	Xesp_018788
Hvul_g11492_1	Xesp_000208
Hvul_g11509_1	Xesp_000208
Hvul_g11496_1	Xesp_000208
Hvul_g31425_1	Xesp_000208
Hvul_g31421_1	Xesp_000208
Hvul_g11504_1	Xesp_000207
Hvul_g31415_1	Xesp_000207
Hvul_g11488_1	Xesp_000207
Hvul_g6474_1	Xesp_000207
Hvul_g31415_1	Xesp_021131
Hvul_g31415_1	Xesp_025603
Hvul_g6474_1	Xesp_021131
Hvul_g6474_1	Xesp_025603
Hvul_g11504_1	Xesp_025605
Hvul_g31416_1	Xesp_025605
Hvul_g11488_1	Xesp_025605
Hvul_g6474_1	Xesp_025605
Hvul_g31415_1	Xesp_025605
Hvul_g11492_1	Xesp_025606
Hvul_g11509_1	Xesp_025606
Hvul_g11496_1	Xesp_025606
Hvul_g31425_1	Xesp_025606
Hvul_g31421_1	Xesp_025606
Hvul_g31417_1	Xesp_000145
Hvul_g11492_1	Xesp_000210
Hvul_g11492_1	Xesp_000203
Hvul_g11492_1	Xesp_000204
Hvul_g11509_1	Xesp_000210
Hvul_g11509_1	Xesp_000203
Hvul_g11509_1	Xesp_000204
Hvul_g11496_1	Xesp_000210
Hvul_g11496_1	Xesp_000203
Hvul_g11496_1	Xesp_000204
Hvul_g31425_1	Xesp_000210
Hvul_g31425_1	Xesp_000203
Hvul_g31425_1	Xesp_000204
Hvul_g31421_1	Xesp_000210
Hvul_g31421_1	Xesp_000203
Hvul_g31421_1	Xesp_000204
Hvul_g11488_1	Xesp_000210
Hvul_g11488_1	Xesp_000203
Hvul_g11488_1	Xesp_000204
Hvul_g6474_1	Xesp_000210
Hvul_g6474_1	Xesp_000203
Hvul_g6474_1	Xesp_000204
Hvul_g31415_1	Xesp_000210
Hvul_g31415_1	Xesp_000203
Hvul_g31415_1	Xesp_000204
Hvul_g7627_1	Xesp_009280
Hvul_g13812_1	Xesp_015439
Hvul_g13811_1	Xesp_015439
Hvul_g14671_1	Xesp_009797
Hvul_g14672_1	Xesp_009797
Hvul_g5407_1	Xesp_002920
Hvul_g1419_1	Xesp_004903
Hvul_g23503_1	Xesp_004903
Hvul_g16814_1	Xesp_012271
Hvul_g2782_1	Xesp_013025
Hvul_g29796_1	Xesp_022159
Hvul_g23311_1	Xesp_021637
Hvul_g23310_1	Xesp_021637
Hvul_g23310_1	Xesp_021636
Hvul_g23312_1	Xesp_021633
Hvul_g869_1	Xesp_014431
Hvul_g28331_1	Xesp_013827
Hvul_g28330_1	Xesp_013827
Hvul_g1477_1	Xesp_023597
Hvul_g1483_1	Xesp_023597
Hvul_g1481_1	Xesp_023597
Hvul_g1477_1	Xesp_015088
Hvul_g1477_1	Xesp_015090
Hvul_g1477_1	Xesp_010893
Hvul_g1483_1	Xesp_015088
Hvul_g1483_1	Xesp_015090
Hvul_g1483_1	Xesp_010893
Hvul_g1481_1	Xesp_015088
Hvul_g1481_1	Xesp_015090
Hvul_g1481_1	Xesp_010893
Hvul_g1477_1	Xesp_015089
Hvul_g1483_1	Xesp_015089
Hvul_g1481_1	Xesp_015089
Hvul_g21055_1	Xesp_009966
Hvul_g16436_1	Xesp_004697
Hvul_g32464_1	Xesp_002985
Hvul_g14936_1	Xesp_016578
Hvul_g18553_1	Xesp_001213
Hvul_g18551_1	Xesp_001213
Hvul_g21586_1	Xesp_004857
Hvul_g5505_1	Xesp_023670
Hvul_g5505_1	Xesp_023459
Hvul_g564_1	Xesp_023792
Hvul_g564_1	Xesp_023796
Hvul_g23588_1	Xesp_004725
Hvul_g24941_1	Xesp_005230
Hvul_g23904_1	Xesp_009524
Hvul_g23905_1	Xesp_009524
Hvul_g23902_1	Xesp_009524
Hvul_g296_1	Xesp_006072
Hvul_g10976_1	Xesp_011257
Hvul_g3474_1	Xesp_025197
Hvul_g3474_1	Xesp_009230
Hvul_g27547_1	Xesp_012422
Hvul_g27209_1	Xesp_004471
Hvul_g23175_1	Xesp_000370
Hvul_g31925_1	Xesp_021840
Hvul_g18878_1	Xesp_015671
Hvul_g1642_1	Xesp_005481
Hvul_g1636_1	Xesp_005481
Hvul_g1642_1	Xesp_005463
Hvul_g1642_1	Xesp_005482
Hvul_g19582_1	Xesp_013535
Hvul_g19580_1	Xesp_013535
Hvul_g19580_1	Xesp_013533
Hvul_g19582_1	Xesp_013533
Hvul_g19580_1	Xesp_013534
Hvul_g15094_1	Xesp_004611
Hvul_g24856_1	Xesp_004302
Hvul_g24856_1	Xesp_004125
Hvul_g24856_1	Xesp_004126
Hvul_g30761_1	Xesp_013901
Hvul_g31630_1	Xesp_002156
Hvul_g32289_1	Xesp_012249
Hvul_g22449_1	Xesp_003279
Hvul_g33135_1	Xesp_011947
Hvul_g23065_1	Xesp_008269
Hvul_g10150_1	Xesp_009724
Hvul_g32840_1	Xesp_004851
Hvul_g30261_1	Xesp_013787
Hvul_g5940_1	Xesp_000309
Hvul_g4775_1	Xesp_007901
Hvul_g15995_1	Xesp_016072
Hvul_g16553_1	Xesp_014538
Hvul_g27435_1	Xesp_003457
Hvul_g27432_1	Xesp_003457
Hvul_g15410_1	Xesp_003457
Hvul_g27435_1	Xesp_018296
Hvul_g27432_1	Xesp_018296
Hvul_g15410_1	Xesp_018296
Hvul_g29610_1	Xesp_009712
Hvul_g29611_1	Xesp_009712
Hvul_g5969_1	Xesp_008136
Hvul_g4608_1	Xesp_012382
Hvul_g26417_1	Xesp_002788
Hvul_g26407_1	Xesp_002788
Hvul_g3085_1	Xesp_002788
Hvul_g26422_1	Xesp_002789
Hvul_g26424_1	Xesp_002789
Hvul_g26417_1	Xesp_002789
Hvul_g24000_1	Xesp_005375
Hvul_g24007_1	Xesp_005375
Hvul_g26884_1	Xesp_004037
Hvul_g26884_1	Xesp_023239
Hvul_g26884_1	Xesp_023232
Hvul_g26884_1	Xesp_023201
Hvul_g26884_1	Xesp_003883
Hvul_g26884_1	Xesp_004029
Hvul_g26884_1	Xesp_003989
Hvul_g26884_1	Xesp_003890
Hvul_g6699_1	Xesp_009599
Hvul_g6700_1	Xesp_009599
Hvul_g13759_1	Xesp_012584
Hvul_g22585_1	Xesp_004680
Hvul_g22726_1	Xesp_011971
Hvul_g22730_1	Xesp_011971
Hvul_g32849_1	Xesp_004448
Hvul_g27949_1	Xesp_012383
Hvul_g26138_1	Xesp_001190
Hvul_g29308_1	Xesp_015253
Hvul_g24305_1	Xesp_002482
Hvul_g9806_1	Xesp_014094
Hvul_g20577_1	Xesp_000181
Hvul_g32726_1	Xesp_012163
Hvul_g24854_1	Xesp_003297
Hvul_g24854_1	Xesp_003298
Hvul_g18118_1	Xesp_021858
Hvul_g18113_1	Xesp_021858
Hvul_g18105_1	Xesp_021858
Hvul_g16615_1	Xesp_007095
Hvul_g33226_1	Xesp_012799
Hvul_g24351_1	Xesp_015892
Hvul_g25503_1	Xesp_004426
Hvul_g25504_1	Xesp_004426
Hvul_g3006_1	Xesp_008428
Hvul_g6990_1	Xesp_014637
Hvul_g27184_1	Xesp_014637
Hvul_g12370_1	Xesp_014214
Hvul_g33100_1	Xesp_014214
Hvul_g15747_1	Xesp_007786
Hvul_g1034_1	Xesp_011044
Hvul_g1034_1	Xesp_011043
Hvul_g466_1	Xesp_013166
Hvul_g31886_1	Xesp_021377
Hvul_g6106_1	Xesp_005350
Hvul_g6113_1	Xesp_005350
Hvul_g10095_1	Xesp_012112
Hvul_g2515_1	Xesp_003626
Hvul_g31638_1	Xesp_002103
Hvul_g31637_1	Xesp_002103
Hvul_g31647_1	Xesp_002103
Hvul_g11298_1	Xesp_020825
Hvul_g11298_1	Xesp_020834
Hvul_g11298_1	Xesp_020284
Hvul_g11298_1	Xesp_020268
Hvul_g11298_1	Xesp_020282
Hvul_g11298_1	Xesp_020270
Hvul_g11298_1	Xesp_020292
Hvul_g11298_1	Xesp_024180
Hvul_g11298_1	Xesp_020298
Hvul_g10022_1	Xesp_003106
Hvul_g15390_1	Xesp_015935
Hvul_g29990_1	Xesp_012158
Hvul_g27421_1	Xesp_003356
Hvul_g18487_1	Xesp_004494
Hvul_g27870_1	Xesp_013146
Hvul_g31403_1	Xesp_009658
Hvul_g21413_1	Xesp_002160
Hvul_g19470_1	Xesp_000745
Hvul_g21720_1	Xesp_000745
Hvul_g864_1	Xesp_011763
Hvul_g5728_1	Xesp_008120
Hvul_g32553_1	Xesp_013871
Hvul_g32557_1	Xesp_013871
Hvul_g6494_1	Xesp_009947
Hvul_g25525_1	Xesp_022150
Hvul_g16061_1	Xesp_022347
Hvul_g19342_1	Xesp_015705
Hvul_g19428_1	Xesp_022146
Hvul_g24698_1	Xesp_002165
Hvul_g27076_1	Xesp_011279
Hvul_g6401_1	Xesp_014437
Hvul_g2486_1	Xesp_015611
Hvul_g8889_1	Xesp_015483
Hvul_g8902_1	Xesp_015483
Hvul_g31096_1	Xesp_015483
Hvul_g5615_1	Xesp_015483
Hvul_g8889_1	Xesp_015355
Hvul_g8902_1	Xesp_015355
Hvul_g31096_1	Xesp_015355
Hvul_g5615_1	Xesp_015355
Hvul_g15889_1	Xesp_002290
Hvul_g24940_1	Xesp_011830
Hvul_g24632_1	Xesp_011275
Hvul_g27296_1	Xesp_011275
Hvul_g16838_1	Xesp_011275
Hvul_g2572_1	Xesp_011275
Hvul_g13272_1	Xesp_011275
Hvul_g18160_1	Xesp_021464
Hvul_g1715_1	Xesp_023135
Hvul_g1716_1	Xesp_023135
Hvul_g1715_1	Xesp_023133
Hvul_g1716_1	Xesp_023133
Hvul_g1715_1	Xesp_023134
Hvul_g1716_1	Xesp_023134
Hvul_g1715_1	Xesp_023136
Hvul_g1716_1	Xesp_023136
Hvul_g1715_1	Xesp_024460
Hvul_g1716_1	Xesp_024460
Hvul_g25684_1	Xesp_020613
Hvul_g17987_1	Xesp_009529
Hvul_g26704_1	Xesp_004682
Hvul_g33466_1	Xesp_021420
Hvul_g4591_1	Xesp_004425
Hvul_g31221_1	Xesp_000267
Hvul_g10182_1	Xesp_009580
Hvul_g32680_1	Xesp_003844
Hvul_g32680_1	Xesp_003716
Hvul_g31150_1	Xesp_007485
Hvul_g25763_1	Xesp_014548
Hvul_g25763_1	Xesp_014547
Hvul_g11974_1	Xesp_016301
Hvul_g9857_1	Xesp_012518
Hvul_g12057_1	Xesp_022337
Hvul_g20412_1	Xesp_021424
Hvul_g630_1	Xesp_010015
Hvul_g630_1	Xesp_028734
Hvul_g631_1	Xesp_010015
Hvul_g631_1	Xesp_028734
Hvul_g629_1	Xesp_010015
Hvul_g629_1	Xesp_028734
Hvul_g26817_1	Xesp_021631
Hvul_g27218_1	Xesp_004659
Hvul_g26587_1	Xesp_023853
Hvul_g21487_1	Xesp_023853
Hvul_g26587_1	Xesp_009921
Hvul_g21487_1	Xesp_009921
Hvul_g26587_1	Xesp_009922
Hvul_g21487_1	Xesp_009922
Hvul_g32596_1	Xesp_021454
Hvul_g32596_1	Xesp_021441
Hvul_g32596_1	Xesp_021443
Hvul_g33136_1	Xesp_011966
Hvul_g6475_1	Xesp_026016
Hvul_g23451_1	Xesp_026016
Hvul_g1290_1	Xesp_026016
Hvul_g365_1	Xesp_009972
Hvul_g4304_1	Xesp_022190
Hvul_g429_1	Xesp_003409
Hvul_g26091_1	Xesp_002451
Hvul_g29801_1	Xesp_021476
Hvul_g18311_1	Xesp_002769
Hvul_g6206_1	Xesp_005665
Hvul_g6206_1	Xesp_005660
Hvul_g6206_1	Xesp_005655
Hvul_g6201_1	Xesp_005665
Hvul_g6201_1	Xesp_005660
Hvul_g6201_1	Xesp_005655
Hvul_g21241_1	Xesp_004049
Hvul_g32891_1	Xesp_011197
Hvul_g20946_1	Xesp_011197
Hvul_g32891_1	Xesp_021982
Hvul_g20946_1	Xesp_021982
Hvul_g25568_1	Xesp_002051
Hvul_g5336_1	Xesp_014337
Hvul_g23692_1	Xesp_000433
Hvul_g15079_1	Xesp_010847
Hvul_g15078_1	Xesp_022422
Hvul_g15079_1	Xesp_026755
Hvul_g15078_1	Xesp_010845
Hvul_g15078_1	Xesp_010854
Hvul_g15079_1	Xesp_010855
Hvul_g15079_1	Xesp_010240
Hvul_g15079_1	Xesp_001459
Hvul_g15078_1	Xesp_001459
Hvul_g15078_1	Xesp_010243
Hvul_g16721_1	Xesp_003006
Hvul_g16366_1	Xesp_004983
Hvul_g16366_1	Xesp_004982
Hvul_g25097_1	Xesp_015732
Hvul_g25098_1	Xesp_015732
Hvul_g25096_1	Xesp_015732
Hvul_g29662_1	Xesp_015465
Hvul_g33248_1	Xesp_028912
Hvul_g32764_1	Xesp_009525
Hvul_g25718_1	Xesp_015409
Hvul_g467_1	Xesp_011646
Hvul_g33332_1	Xesp_012191
Hvul_g27349_1	Xesp_005658
Hvul_g27349_1	Xesp_005668
Hvul_g27349_1	Xesp_005663
Hvul_g27347_1	Xesp_005658
Hvul_g27347_1	Xesp_005668
Hvul_g27347_1	Xesp_005663
Hvul_g31875_1	Xesp_011438
Hvul_g30908_1	Xesp_011451
Hvul_g30903_1	Xesp_011451
Hvul_g30901_1	Xesp_011451
Hvul_g21692_1	Xesp_000543
Hvul_g12211_1	Xesp_008112
Hvul_g24237_1	Xesp_015663
Hvul_g24238_1	Xesp_015663
Hvul_g4911_1	Xesp_015663
Hvul_g4912_1	Xesp_015663
Hvul_g24237_1	Xesp_011666
Hvul_g24238_1	Xesp_011666
Hvul_g4911_1	Xesp_011666
Hvul_g4912_1	Xesp_011666
Hvul_g6834_1	Xesp_022355
Hvul_g22982_1	Xesp_009602
Hvul_g10482_1	Xesp_014260
Hvul_g8857_1	Xesp_028944
Hvul_g25225_1	Xesp_015424
Hvul_g25224_1	Xesp_015424
Hvul_g2287_1	Xesp_005103
Hvul_g9744_1	Xesp_003041
Hvul_g24353_1	Xesp_015893
Hvul_g30138_1	Xesp_012325
Hvul_g25238_1	Xesp_014789
Hvul_g11195_1	Xesp_007939
Hvul_g21905_1	Xesp_022610
Hvul_g21906_1	Xesp_022610
Hvul_g21907_1	Xesp_022610
Hvul_g21905_1	Xesp_023879
Hvul_g21906_1	Xesp_023879
Hvul_g21907_1	Xesp_023879
Hvul_g21905_1	Xesp_008050
Hvul_g21906_1	Xesp_008050
Hvul_g21907_1	Xesp_008050
Hvul_g5521_1	Xesp_005323
Hvul_g30238_1	Xesp_005323
Hvul_g27216_1	Xesp_003593
Hvul_g17626_1	Xesp_013164
Hvul_g17500_1	Xesp_024415
Hvul_g18330_1	Xesp_021700
Hvul_g27176_1	Xesp_004281
Hvul_g17442_1	Xesp_018573
Hvul_g626_1	Xesp_011461
Hvul_g30997_1	Xesp_001152
Hvul_g19207_1	Xesp_004645
Hvul_g20379_1	Xesp_022311
Hvul_g6397_1	Xesp_002071
Hvul_g1004_1	Xesp_014041
Hvul_g22610_1	Xesp_013960
Hvul_g9215_1	Xesp_012640
Hvul_g13599_1	Xesp_002195
Hvul_g13599_1	Xesp_003094
Hvul_g18849_1	Xesp_021778
Hvul_g18852_1	Xesp_021778
Hvul_g27058_1	Xesp_016126
Hvul_g28839_1	Xesp_020741
Hvul_g28834_1	Xesp_020741
Hvul_g18872_1	Xesp_015723
Hvul_g30405_1	Xesp_013112
Hvul_g29144_1	Xesp_005320
Hvul_g33225_1	Xesp_008329
Hvul_g33696_1	Xesp_014341
Hvul_g32819_1	Xesp_005090
Hvul_g28003_1	Xesp_014773
Hvul_g4549_1	Xesp_013608
Hvul_g23649_1	Xesp_012309
Hvul_g23649_1	Xesp_027397
Hvul_g14410_1	Xesp_014924
Hvul_g14411_1	Xesp_014924
Hvul_g17118_1	Xesp_000990
Hvul_g15109_1	Xesp_014668
Hvul_g15110_1	Xesp_014668
Hvul_g8635_1	Xesp_002712
Hvul_g25063_1	Xesp_001365
Hvul_g18010_1	Xesp_010073
Hvul_g11296_1	Xesp_014185
Hvul_g11297_1	Xesp_014185
Hvul_g30623_1	Xesp_021908
Hvul_g30621_1	Xesp_021908
Hvul_g3301_1	Xesp_004925
Hvul_g15628_1	Xesp_014643
Hvul_g1093_1	Xesp_008351
Hvul_g16425_1	Xesp_003609
Hvul_g3337_1	Xesp_004777
Hvul_g3336_1	Xesp_004777
Hvul_g3337_1	Xesp_004767
Hvul_g8194_1	Xesp_025065
Hvul_g8194_1	Xesp_009486
Hvul_g8194_1	Xesp_025064
Hvul_g31599_1	Xesp_022549
Hvul_g31599_1	Xesp_018575
Hvul_g7968_1	Xesp_000354
Hvul_g7968_1	Xesp_023884
Hvul_g24811_1	Xesp_021887
Hvul_g24812_1	Xesp_021887
Hvul_g2183_1	Xesp_008033
Hvul_g2115_1	Xesp_013879
Hvul_g28694_1	Xesp_013241
Hvul_g9524_1	Xesp_015621
Hvul_g3121_1	Xesp_014037
Hvul_g16252_1	Xesp_021569
Hvul_g3372_1	Xesp_004701
Hvul_g3372_1	Xesp_004702
Hvul_g3372_1	Xesp_004703
Hvul_g3372_1	Xesp_004704
Hvul_g3372_1	Xesp_004818
Hvul_g3372_1	Xesp_004799
Hvul_g26389_1	Xesp_011754
Hvul_g29819_1	Xesp_021509
Hvul_g5354_1	Xesp_015182
Hvul_g5354_1	Xesp_015187
Hvul_g5354_1	Xesp_015176
Hvul_g16874_1	Xesp_021814
Hvul_g16875_1	Xesp_021814
Hvul_g16876_1	Xesp_021814
Hvul_g16875_1	Xesp_021813
Hvul_g16874_1	Xesp_021813
Hvul_g16876_1	Xesp_021813
Hvul_g16874_1	Xesp_021812
Hvul_g16875_1	Xesp_021812
Hvul_g16876_1	Xesp_021812
Hvul_g28974_1	Xesp_004718
Hvul_g28974_1	Xesp_004716
Hvul_g31295_1	Xesp_004718
Hvul_g31295_1	Xesp_004716
Hvul_g28978_1	Xesp_004718
Hvul_g28978_1	Xesp_004716
Hvul_g28977_1	Xesp_004718
Hvul_g28977_1	Xesp_004716
Hvul_g31254_1	Xesp_004718
Hvul_g31254_1	Xesp_004716
Hvul_g31289_1	Xesp_004718
Hvul_g31289_1	Xesp_004716
Hvul_g26563_1	Xesp_018674
Hvul_g26439_1	Xesp_002606
Hvul_g32265_1	Xesp_011828
Hvul_g32263_1	Xesp_011828
Hvul_g32252_1	Xesp_011828
Hvul_g32254_1	Xesp_011828
Hvul_g5101_1	Xesp_011828
Hvul_g14257_1	Xesp_000751
Hvul_g14256_1	Xesp_000751
Hvul_g24943_1	Xesp_012002
Hvul_g24943_1	Xesp_012001
Hvul_g11150_1	Xesp_028841
Hvul_g11153_1	Xesp_028841
Hvul_g33573_1	Xesp_022006
Hvul_g33573_1	Xesp_022005
Hvul_g22513_1	Xesp_010169
Hvul_g22513_1	Xesp_010167
Hvul_g22513_1	Xesp_010168
Hvul_g27672_1	Xesp_007430
Hvul_g27671_1	Xesp_007430
Hvul_g15020_1	Xesp_005042
Hvul_g15025_1	Xesp_005042
Hvul_g15023_1	Xesp_005042
Hvul_g13426_1	Xesp_011826
Hvul_g24855_1	Xesp_003806
Hvul_g9642_1	Xesp_003806
Hvul_g25416_1	Xesp_012989
Hvul_g25422_1	Xesp_012989
Hvul_g28699_1	Xesp_011906
Hvul_g28700_1	Xesp_011906
Hvul_g10140_1	Xesp_011906
Hvul_g25550_1	Xesp_002186
Hvul_g25551_1	Xesp_002186
Hvul_g29654_1	Xesp_014254
Hvul_g21903_1	Xesp_007910
Hvul_g20469_1	Xesp_026747
Hvul_g20469_1	Xesp_025498
Hvul_g20469_1	Xesp_027095
Hvul_g20469_1	Xesp_026749
Hvul_g20581_1	Xesp_000518
Hvul_g20580_1	Xesp_000518
Hvul_g20582_1	Xesp_000518
Hvul_g20580_1	Xesp_000519
Hvul_g20581_1	Xesp_000519
Hvul_g20582_1	Xesp_000519
Hvul_g19695_1	Xesp_002858
Hvul_g19693_1	Xesp_002858
Hvul_g19699_1	Xesp_002858
Hvul_g19698_1	Xesp_002858
Hvul_g19695_1	Xesp_002859
Hvul_g19693_1	Xesp_002859
Hvul_g19699_1	Xesp_002859
Hvul_g19698_1	Xesp_002859
Hvul_g31893_1	Xesp_005249
Hvul_g11064_1	Xesp_029088
Hvul_g11068_1	Xesp_029088
Hvul_g20775_1	Xesp_004389
Hvul_g19196_1	Xesp_004388
Hvul_g19190_1	Xesp_004388
Hvul_g19546_1	Xesp_003873
Hvul_g19546_1	Xesp_003874
Hvul_g6977_1	Xesp_019870
Hvul_g19692_1	Xesp_019870
Hvul_g522_1	Xesp_021179
Hvul_g8131_1	Xesp_012031
Hvul_g14258_1	Xesp_018702
Hvul_g19754_1	Xesp_018702
Hvul_g14259_1	Xesp_018702
Hvul_g14259_1	Xesp_018692
Hvul_g14258_1	Xesp_018692
Hvul_g19754_1	Xesp_018692
Hvul_g14258_1	Xesp_018693
Hvul_g14842_1	Xesp_020328
Hvul_g14844_1	Xesp_020328
Hvul_g25352_1	Xesp_004745
Hvul_g22608_1	Xesp_010534
Hvul_g19263_1	Xesp_010534
Hvul_g6745_1	Xesp_005400
Hvul_g18711_1	Xesp_013939
Hvul_g21437_1	Xesp_021792
Hvul_g21436_1	Xesp_021792
Hvul_g29176_1	Xesp_008556
Hvul_g29661_1	Xesp_014725
Hvul_g6529_1	Xesp_009582
Hvul_g6527_1	Xesp_009582
Hvul_g9058_1	Xesp_010035
Hvul_g18120_1	Xesp_021403
Hvul_g9058_1	Xesp_010058
Hvul_g8115_1	Xesp_002804
Hvul_g8116_1	Xesp_002804
Hvul_g3528_1	Xesp_008772
Hvul_g4076_1	Xesp_012292
Hvul_g18566_1	Xesp_000845
Hvul_g4220_1	Xesp_005594
Hvul_g9532_1	Xesp_004465
Hvul_g9536_1	Xesp_004465
Hvul_g9903_1	Xesp_004463
Hvul_g9908_1	Xesp_004463
Hvul_g16428_1	Xesp_003615
Hvul_g9184_1	Xesp_020875
Hvul_g16428_1	Xesp_003616
Hvul_g29855_1	Xesp_005025
Hvul_g6373_1	Xesp_029081
Hvul_g6372_1	Xesp_029081
Hvul_g4857_1	Xesp_019887
Hvul_g33701_1	Xesp_016498
Hvul_g33697_1	Xesp_016498
Hvul_g21991_1	Xesp_016512
Hvul_g15490_1	Xesp_010190
Hvul_g12815_1	Xesp_008381
Hvul_g24153_1	Xesp_000949
Hvul_g24156_1	Xesp_000949
Hvul_g4435_1	Xesp_016090
Hvul_g30207_1	Xesp_016090
Hvul_g2106_1	Xesp_011458
Hvul_g26901_1	Xesp_011651
Hvul_g245_1	Xesp_011711
Hvul_g239_1	Xesp_011711
Hvul_g9060_1	Xesp_020310
Hvul_g16013_1	Xesp_014938
Hvul_g16018_1	Xesp_014938
Hvul_g19787_1	Xesp_019341
Hvul_g19786_1	Xesp_019341
Hvul_g17676_1	Xesp_010573
Hvul_g10512_1	Xesp_026565
Hvul_g203_1	Xesp_026565
Hvul_g1857_1	Xesp_026565
Hvul_g19384_1	Xesp_026565
Hvul_g10512_1	Xesp_006167
Hvul_g203_1	Xesp_006167
Hvul_g1857_1	Xesp_006167
Hvul_g19384_1	Xesp_006167
Hvul_g8677_1	Xesp_009622
Hvul_g24547_1	Xesp_003102
Hvul_g22333_1	Xesp_022793
Hvul_g25055_1	Xesp_007107
Hvul_g25055_1	Xesp_007110
Hvul_g25055_1	Xesp_007109
Hvul_g29344_1	Xesp_012787
Hvul_g26385_1	Xesp_003392
Hvul_g20585_1	Xesp_000926
Hvul_g20586_1	Xesp_000926
Hvul_g27819_1	Xesp_010885
Hvul_g13379_1	Xesp_005142
Hvul_g8281_1	Xesp_017550
Hvul_g19613_1	Xesp_005487
Hvul_g13007_1	Xesp_005487
Hvul_g2625_1	Xesp_005487
Hvul_g1867_1	Xesp_005742
Hvul_g28133_1	Xesp_005742
Hvul_g24494_1	Xesp_006300
Hvul_g26572_1	Xesp_006300
Hvul_g26569_1	Xesp_006300
Hvul_g26573_1	Xesp_006300
Hvul_g26570_1	Xesp_006300
Hvul_g23901_1	Xesp_006300
Hvul_g14392_1	Xesp_006300
