Xesp_008452	Spis_XP_022783009_1
Xesp_007843	Spis_XP_022808719_1
Xesp_007843	Spis_XP_022808960_1
Xesp_007843	Spis_XP_022808964_1
Xesp_022723	Spis_XP_022808719_1
Xesp_022723	Spis_XP_022808960_1
Xesp_022723	Spis_XP_022808964_1
Xesp_016711	Spis_XP_022808719_1
Xesp_016711	Spis_XP_022808960_1
Xesp_016711	Spis_XP_022808964_1
Xesp_013681	Spis_XP_022808719_1
Xesp_013681	Spis_XP_022808960_1
Xesp_013681	Spis_XP_022808964_1
Xesp_010617	Spis_XP_022808719_1
Xesp_010617	Spis_XP_022808960_1
Xesp_023658	Spis_XP_022808719_1
Xesp_023658	Spis_XP_022808960_1
Xesp_022004	Spis_XP_022808719_1
Xesp_022004	Spis_XP_022808960_1
Xesp_022004	Spis_XP_022808964_1
Xesp_022706	Spis_XP_022808719_1
Xesp_022706	Spis_XP_022808960_1
Xesp_004801	Spis_XP_022808719_1
Xesp_004801	Spis_XP_022808960_1
Xesp_004801	Spis_XP_022808964_1
Xesp_010199	Spis_XP_022808719_1
Xesp_010199	Spis_XP_022808960_1
Xesp_019830	Spis_XP_022808719_1
Xesp_019830	Spis_XP_022808960_1
Xesp_019830	Spis_XP_022808964_1
Xesp_010200	Spis_XP_022808719_1
Xesp_010200	Spis_XP_022808960_1
Xesp_023423	Spis_XP_022808719_1
Xesp_023423	Spis_XP_022808960_1
Xesp_004872	Spis_XP_022808719_1
Xesp_004872	Spis_XP_022808960_1
Xesp_004872	Spis_XP_022808964_1
Xesp_005399	Spis_XP_022808719_1
Xesp_005399	Spis_XP_022808960_1
Xesp_005399	Spis_XP_022808964_1
Xesp_016721	Spis_XP_022808719_1
Xesp_016721	Spis_XP_022808960_1
Xesp_016721	Spis_XP_022808964_1
Xesp_015583	Spis_XP_022808719_1
Xesp_015583	Spis_XP_022808960_1
Xesp_010869	Spis_XP_022808719_1
Xesp_010869	Spis_XP_022808960_1
Xesp_010869	Spis_XP_022808964_1
Xesp_002266	Spis_XP_022808719_1
Xesp_002266	Spis_XP_022808960_1
Xesp_011921	Spis_XP_022808719_1
Xesp_011921	Spis_XP_022808960_1
Xesp_016658	Spis_XP_022808719_1
Xesp_016658	Spis_XP_022808960_1
Xesp_016658	Spis_XP_022808964_1
Xesp_022726	Spis_XP_022808719_1
Xesp_022726	Spis_XP_022808960_1
Xesp_022726	Spis_XP_022808964_1
Xesp_001046	Spis_XP_022808719_1
Xesp_001046	Spis_XP_022808960_1
Xesp_001195	Spis_XP_022808719_1
Xesp_001195	Spis_XP_022808960_1
Xesp_001195	Spis_XP_022808964_1
Xesp_019882	Spis_XP_022808719_1
Xesp_019882	Spis_XP_022808960_1
Xesp_019882	Spis_XP_022808964_1
Xesp_017336	Spis_XP_022793222_1
Xesp_017296	Spis_XP_022793222_1
Xesp_017233	Spis_XP_022793222_1
Xesp_012665	Spis_XP_022793222_1
Xesp_022216	Spis_XP_022793861_1
Xesp_007904	Spis_XP_022779211_1
Xesp_005584	Spis_XP_022790029_1
Xesp_021568	Spis_XP_022786884_1
Xesp_006311	Spis_XP_022806128_1
Xesp_006311	Spis_XP_022808241_1
Xesp_009916	Spis_XP_022785873_1
Xesp_005085	Spis_XP_022781546_1
Xesp_012558	Spis_XP_022788798_1
Xesp_012557	Spis_XP_022788798_1
Xesp_009698	Spis_XP_022787488_1
Xesp_025345	Spis_XP_022796475_1
Xesp_025345	Spis_XP_022790558_1
Xesp_025345	Spis_XP_022809068_1
Xesp_009096	Spis_XP_022790558_1
Xesp_006095	Spis_XP_022805513_1
Xesp_007636	Spis_XP_022796475_1
Xesp_024072	Spis_XP_022796475_1
Xesp_017249	Spis_XP_022799133_1
Xesp_016911	Spis_XP_022809068_1
Xesp_016930	Spis_XP_022796475_1
Xesp_017292	Spis_XP_022799133_1
Xesp_028587	Spis_XP_022809068_1
Xesp_007212	Spis_XP_022809068_1
Xesp_009062	Spis_XP_022809068_1
Xesp_025378	Spis_XP_022796475_1
Xesp_025378	Spis_XP_022809068_1
Xesp_017326	Spis_XP_022799133_1
Xesp_007751	Spis_XP_022799133_1
Xesp_007751	Spis_XP_022809068_1
Xesp_007638	Spis_XP_022796475_1
Xesp_007638	Spis_XP_022809068_1
Xesp_007702	Spis_XP_022796475_1
Xesp_007702	Spis_XP_022809068_1
Xesp_025118	Spis_XP_022809068_1
Xesp_007716	Spis_XP_022809068_1
Xesp_017333	Spis_XP_022799133_1
Xesp_017281	Spis_XP_022799133_1
Xesp_007668	Spis_XP_022809068_1
Xesp_017224	Spis_XP_022799133_1
Xesp_007230	Spis_XP_022809068_1
Xesp_024087	Spis_XP_022809068_1
Xesp_007230	Spis_XP_022796475_1
Xesp_024087	Spis_XP_022796475_1
Xesp_016990	Spis_XP_022796475_1
Xesp_016990	Spis_XP_022790558_1
Xesp_009114	Spis_XP_022790558_1
Xesp_007584	Spis_XP_022809068_1
Xesp_007584	Spis_XP_022790558_1
Xesp_007293	Spis_XP_022799133_1
Xesp_016409	Spis_XP_022799133_1
Xesp_001604	Spis_XP_022799133_1
Xesp_001604	Spis_XP_022796475_1
Xesp_001604	Spis_XP_022790558_1
Xesp_001604	Spis_XP_022809068_1
Xesp_017003	Spis_XP_022796475_1
Xesp_017003	Spis_XP_022790558_1
Xesp_025370	Spis_XP_022809068_1
Xesp_025350	Spis_XP_022809068_1
Xesp_005599	Spis_XP_022779500_1
Xesp_005599	Spis_XP_022809851_1
Xesp_001065	Spis_XP_022783064_1
Xesp_015673	Spis_XP_022788246_1
Xesp_024725	Spis_XP_022807557_1
Xesp_024729	Spis_XP_022807557_1
Xesp_024725	Spis_XP_022782142_1
Xesp_024729	Spis_XP_022782142_1
Xesp_024724	Spis_XP_022807557_1
Xesp_024724	Spis_XP_022782142_1
Xesp_024732	Spis_XP_022807557_1
Xesp_024732	Spis_XP_022782142_1
Xesp_020036	Spis_XP_022783332_1
Xesp_020036	Spis_XP_022802693_1
Xesp_020036	Spis_XP_022783122_1
Xesp_020036	Spis_XP_022808487_1
Xesp_020036	Spis_XP_022782944_1
Xesp_020036	Spis_XP_022802696_1
Xesp_020036	Spis_XP_022791743_1
Xesp_020036	Spis_XP_022791684_1
Xesp_007938	Spis_XP_022783764_1
Xesp_018893	Spis_XP_022780899_1
Xesp_018875	Spis_XP_022780899_1
Xesp_025142	Spis_XP_022780899_1
Xesp_019202	Spis_XP_022780899_1
Xesp_019161	Spis_XP_022780899_1
Xesp_025126	Spis_XP_022780899_1
Xesp_019148	Spis_XP_022780899_1
Xesp_019192	Spis_XP_022780899_1
Xesp_019219	Spis_XP_022780899_1
Xesp_019071	Spis_XP_022780899_1
Xesp_019074	Spis_XP_022780899_1
Xesp_019141	Spis_XP_022780899_1
Xesp_019056	Spis_XP_022780899_1
Xesp_018962	Spis_XP_022780899_1
Xesp_025127	Spis_XP_022780899_1
Xesp_025107	Spis_XP_022780899_1
Xesp_025125	Spis_XP_022780899_1
Xesp_019174	Spis_XP_022780899_1
Xesp_019158	Spis_XP_022780899_1
Xesp_009989	Spis_XP_022794328_1
Xesp_005123	Spis_XP_022787625_1
Xesp_003029	Spis_XP_022803765_1
Xesp_002400	Spis_XP_022788094_1
Xesp_002029	Spis_XP_022804718_1
Xesp_012072	Spis_XP_022803279_1
Xesp_012072	Spis_XP_022777471_1
Xesp_012077	Spis_XP_022803279_1
Xesp_012077	Spis_XP_022777471_1
Xesp_022342	Spis_XP_022798672_1
Xesp_012600	Spis_XP_022800984_1
Xesp_006275	Spis_XP_022799800_1
Xesp_006275	Spis7793_1
Xesp_012564	Spis_XP_022784745_1
Xesp_012333	Spis_XP_022792859_1
Xesp_005228	Spis_XP_022786678_1
Xesp_005776	Spis_XP_022779495_1
Xesp_009929	Spis_XP_022792329_1
Xesp_008394	Spis_XP_022789956_1
Xesp_011850	Spis_XP_022798736_1
Xesp_021466	Spis_XP_022798348_1
Xesp_021180	Spis_XP_022807318_1
Xesp_020913	Spis_XP_022797679_1
Xesp_008184	Spis_XP_022786395_1
Xesp_008184	Spis_XP_022786397_1
Xesp_014611	Spis_XP_022788932_1
Xesp_014828	Spis_XP_022801444_1
Xesp_001159	Spis_XP_022783079_1
Xesp_014738	Spis_XP_022795895_1
Xesp_003584	Spis_XP_022784998_1
Xesp_014025	Spis_XP_022792673_1
Xesp_003585	Spis_XP_022784998_1
Xesp_005367	Spis_XP_022793702_1
Xesp_011463	Spis_XP_022794919_1
Xesp_012093	Spis_XP_022805687_1
Xesp_022784	Spis_XP_022800002_1
Xesp_008536	Spis_XP_022798916_1
Xesp_007509	Spis_XP_022802170_1
Xesp_007509	Spis_XP_022802171_1
Xesp_007509	Spis_XP_022802166_1
Xesp_007509	Spis_XP_022791935_1
Xesp_009288	Spis_XP_022802170_1
Xesp_009288	Spis_XP_022802171_1
Xesp_009288	Spis_XP_022802166_1
Xesp_009288	Spis_XP_022791935_1
Xesp_014100	Spis_XP_022807031_1
Xesp_004023	Spis_XP_022806778_1
Xesp_004023	Spis_XP_022784519_1
Xesp_004023	Spis17168_1
Xesp_009720	Spis_XP_022806778_1
Xesp_009720	Spis17168_1
Xesp_015314	Spis_XP_022784519_1
Xesp_015314	Spis9303_1
Xesp_015314	Spis_XP_022806778_1
Xesp_001252	Spis_XP_022806778_1
Xesp_001252	Spis17168_1
Xesp_019705	Spis17168_1
Xesp_019705	Spis9303_1
Xesp_008490	Spis_XP_022806498_1
Xesp_015303	Spis_XP_022783386_1
Xesp_003098	Spis_XP_022781828_1
Xesp_003099	Spis_XP_022781828_1
Xesp_004859	Spis_XP_022789060_1
Xesp_000247	Spis_XP_022785834_1
Xesp_017046	Spis_XP_022781026_1
Xesp_005575	Spis_XP_022781026_1
Xesp_023882	Spis_XP_022781026_1
Xesp_004609	Spis_XP_022790609_1
Xesp_009481	Spis_XP_022788497_1
Xesp_011786	Spis_XP_022803499_1
Xesp_013842	Spis_XP_022778985_1
Xesp_014246	Spis_XP_022806086_1
Xesp_004276	Spis_XP_022801181_1
Xesp_003494	Spis_XP_022801834_1
Xesp_003505	Spis_XP_022801834_1
Xesp_003515	Spis_XP_022801834_1
Xesp_003517	Spis_XP_022801834_1
Xesp_007889	Spis_XP_022801834_1
Xesp_007887	Spis_XP_022801834_1
Xesp_003492	Spis_XP_022801834_1
Xesp_003509	Spis_XP_022801834_1
Xesp_002316	Spis_XP_022795514_1
Xesp_008975	Spis_XP_022788463_1
Xesp_011831	Spis_XP_022792811_1
Xesp_014388	Spis_XP_022790254_1
Xesp_000299	Spis_XP_022803519_1
Xesp_011298	Spis_XP_022795621_1
Xesp_019894	Spis1434_1
Xesp_019892	Spis23864_1
Xesp_019892	Spis1434_1
Xesp_019895	Spis23864_1
Xesp_019895	Spis1434_1
Xesp_008293	Spis_XP_022808234_1
Xesp_015776	Spis_XP_022795390_1
Xesp_015776	Spis_XP_022809273_1
Xesp_014055	Spis11459_1
Xesp_014057	Spis11459_1
Xesp_014059	Spis11459_1
Xesp_014061	Spis11459_1
Xesp_007118	Spis_XP_022794799_1
Xesp_002672	Spis_XP_022804576_1
Xesp_026649	Spis_XP_022795622_1
Xesp_022069	Spis_XP_022795622_1
Xesp_006086	Spis_XP_022805506_1
Xesp_016042	Spis_XP_022781293_1
Xesp_020679	Spis_XP_022797892_1
Xesp_020337	Spis_XP_022783585_1
Xesp_004883	Spis_XP_022798772_1
Xesp_012594	Spis_XP_022799552_1
Xesp_003039	Spis_XP_022803767_1
Xesp_000973	Spis_XP_022809383_1
Xesp_022381	Spis_XP_022790349_1
Xesp_021608	Spis_XP_022780640_1
Xesp_005584	Spis_XP_022789989_1
Xesp_005582	Spis_XP_022789989_1
Xesp_028844	Spis_XP_022781858_1
Xesp_003101	Spis_XP_022781858_1
Xesp_019452	Spis_XP_022784120_1
Xesp_019454	Spis_XP_022784120_1
Xesp_019511	Spis_XP_022784120_1
Xesp_019509	Spis_XP_022784120_1
Xesp_019510	Spis_XP_022784120_1
Xesp_014491	Spis_XP_022805459_1
Xesp_015548	Spis_XP_022801420_1
Xesp_007984	Spis_XP_022781834_1
Xesp_008573	Spis_XP_022795304_1
Xesp_025426	Spis_XP_022788779_1
Xesp_012669	Spis_XP_022788779_1
Xesp_004475	Spis_XP_022798392_1
Xesp_004864	Spis_XP_022781466_1
Xesp_018572	Spis_XP_022808282_1
Xesp_018572	Spis_XP_022808285_1
Xesp_018572	Spis_XP_022803979_1
Xesp_018572	Spis_XP_022778219_1
Xesp_018572	Spis_XP_022808281_1
Xesp_018572	Spis_XP_022803982_1
Xesp_018572	Spis_XP_022805165_1
Xesp_018572	Spis_XP_022803985_1
Xesp_018572	Spis_XP_022803986_1
Xesp_018572	Spis_XP_022803980_1
Xesp_011074	Spis_XP_022799648_1
Xesp_011073	Spis_XP_022799648_1
Xesp_002814	Spis_XP_022794986_1
Xesp_022445	Spis_XP_022785808_1
Xesp_001461	Spis_XP_022785808_1
Xesp_019334	Spis_XP_022785808_1
Xesp_028704	Spis_XP_022785808_1
Xesp_028666	Spis_XP_022785808_1
Xesp_001939	Spis_XP_022794160_1
Xesp_002852	Spis_XP_022786323_1
Xesp_005592	Spis_XP_022779609_1
Xesp_003057	Spis_XP_022803241_1
Xesp_022007	Spis11794_1
Xesp_022007	Spis_XP_022793856_1
Xesp_013496	Spis20343_1
Xesp_016951	Spis20343_1
Xesp_021709	Spis_XP_022789045_1
Xesp_014317	Spis_XP_022807619_1
Xesp_011005	Spis_XP_022795822_1
Xesp_010957	Spis_XP_022795822_1
Xesp_011004	Spis_XP_022795822_1
Xesp_010956	Spis_XP_022795822_1
Xesp_011002	Spis_XP_022795822_1
Xesp_009711	Spis_XP_022785243_1
Xesp_000947	Spis_XP_022781490_1
Xesp_028604	Spis_XP_022795834_1
Xesp_028075	Spis_XP_022795834_1
Xesp_028622	Spis_XP_022795834_1
Xesp_026765	Spis_XP_022795834_1
Xesp_023476	Spis_XP_022795834_1
Xesp_006988	Spis_XP_022806657_1
Xesp_025845	Spis13865_1
Xesp_025845	Spis10165_1
Xesp_025845	Spis20741_1
Xesp_010514	Spis_XP_022799651_1
Xesp_012530	Spis_XP_022790928_1
Xesp_000524	Spis_XP_022803027_1
Xesp_011788	Spis_XP_022790968_1
Xesp_022611	Spis_XP_022782145_1
Xesp_022611	Spis_XP_022778895_1
Xesp_022093	Spis_XP_022782145_1
Xesp_022093	Spis_XP_022778895_1
Xesp_016491	Spis_XP_022784114_1
Xesp_005954	Spis_XP_022806120_1
Xesp_026506	Spis25894_1
Xesp_026506	Spis_XP_022800933_1
Xesp_026506	Spis_XP_022808935_1
Xesp_026506	Spis_XP_022781564_1
Xesp_006845	Spis_XP_022781032_1
Xesp_021487	Spis_XP_022807094_1
Xesp_003249	Spis_XP_022793566_1
Xesp_014436	Spis_XP_022807597_1
Xesp_018233	Spis_XP_022799989_1
Xesp_018235	Spis_XP_022799989_1
Xesp_024015	Spis_XP_022799989_1
Xesp_024004	Spis_XP_022799989_1
Xesp_024016	Spis_XP_022799989_1
Xesp_014971	Spis_XP_022794052_1
Xesp_004712	Spis_XP_022790641_1
Xesp_024322	Spis_XP_022781685_1
Xesp_024134	Spis_XP_022781685_1
Xesp_024386	Spis_XP_022781685_1
Xesp_024117	Spis_XP_022781685_1
Xesp_024318	Spis_XP_022781685_1
Xesp_024352	Spis_XP_022781685_1
Xesp_024400	Spis_XP_022781685_1
Xesp_024330	Spis_XP_022781685_1
Xesp_024393	Spis_XP_022781685_1
Xesp_024145	Spis_XP_022781685_1
Xesp_024296	Spis_XP_022781685_1
Xesp_024365	Spis_XP_022781685_1
Xesp_024300	Spis_XP_022781685_1
Xesp_024373	Spis_XP_022781685_1
Xesp_024374	Spis_XP_022781685_1
Xesp_024192	Spis_XP_022781685_1
Xesp_024129	Spis_XP_022781685_1
Xesp_024130	Spis_XP_022781685_1
Xesp_024196	Spis_XP_022781685_1
Xesp_024098	Spis_XP_022781685_1
Xesp_024099	Spis_XP_022781685_1
Xesp_024100	Spis_XP_022781685_1
Xesp_024107	Spis_XP_022781685_1
Xesp_024329	Spis_XP_022781685_1
Xesp_024151	Spis_XP_022781685_1
Xesp_024304	Spis_XP_022781685_1
Xesp_024123	Spis_XP_022781685_1
Xesp_005112	Spis_XP_022800550_1
Xesp_005106	Spis_XP_022803695_1
Xesp_005106	Spis_XP_022803705_1
Xesp_005105	Spis_XP_022803705_1
Xesp_005105	Spis_XP_022803695_1
Xesp_000477	Spis_XP_022800858_1
Xesp_029108	Spis17250_1
Xesp_029108	Spis_XP_022789697_1
Xesp_029108	Spis_XP_022798334_1
Xesp_029108	Spis_XP_022794703_1
Xesp_029108	Spis_XP_022783355_1
Xesp_029108	Spis_XP_022808109_1
Xesp_029108	Spis_XP_022780821_1
Xesp_029108	Spis_XP_022807667_1
Xesp_029108	Spis_XP_022802578_1
Xesp_029108	Spis_XP_022783384_1
Xesp_028829	Spis_XP_022791694_1
Xesp_028829	Spis_XP_022779002_1
Xesp_028829	Spis_XP_022785982_1
Xesp_028829	Spis_XP_022806305_1
Xesp_028829	Spis_XP_022809893_1
Xesp_028829	Spis_XP_022807222_1
Xesp_028829	Spis_XP_022805595_1
Xesp_028829	Spis_XP_022801325_1
Xesp_028829	Spis_XP_022804156_1
Xesp_022142	Spis_XP_022796043_1
Xesp_012078	Spis_XP_022777472_1
Xesp_001290	Spis_XP_022798708_1
Xesp_024621	Spis_XP_022781702_1
Xesp_014980	Spis_XP_022804337_1
Xesp_000422	Spis_XP_022798643_1
Xesp_000420	Spis_XP_022798643_1
Xesp_002254	Spis_XP_022780372_1
Xesp_001971	Spis_XP_022782417_1
Xesp_013317	Spis_XP_022796993_1
Xesp_015903	Spis_XP_022791558_1
Xesp_015903	Spis_XP_022791559_1
Xesp_012374	Spis_XP_022803091_1
Xesp_020752	Spis_XP_022806796_1
Xesp_022141	Spis_XP_022782776_1
Xesp_014800	Spis_XP_022797108_1
Xesp_005610	Spis_XP_022797108_1
Xesp_016845	Spis_XP_022790847_1
Xesp_017104	Spis_XP_022795860_1
Xesp_017104	Spis_XP_022795821_1
Xesp_016907	Spis_XP_022795860_1
Xesp_016907	Spis_XP_022795821_1
Xesp_021557	Spis_XP_022795821_1
Xesp_021557	Spis_XP_022795860_1
Xesp_017097	Spis_XP_022795860_1
Xesp_017097	Spis_XP_022795821_1
Xesp_016992	Spis_XP_022795860_1
Xesp_016992	Spis_XP_022795821_1
Xesp_019286	Spis_XP_022798458_1
Xesp_019295	Spis_XP_022798458_1
Xesp_019294	Spis_XP_022798458_1
Xesp_002052	Spis_XP_022780404_1
Xesp_005237	Spis_XP_022796565_1
Xesp_027406	Spis8036_1
Xesp_001896	Spis8036_1
Xesp_029078	Spis_XP_022796327_1
Xesp_010612	Spis_XP_022784554_1
Xesp_010612	Spis_XP_022784539_1
Xesp_028826	Spis_XP_022796327_1
Xesp_011578	Spis_XP_022796327_1
Xesp_026153	Spis_XP_022796327_1
Xesp_010588	Spis_XP_022796327_1
Xesp_026146	Spis_XP_022796327_1
Xesp_010590	Spis_XP_022784554_1
Xesp_010590	Spis_XP_022784539_1
Xesp_010615	Spis_XP_022784554_1
Xesp_010615	Spis_XP_022784539_1
Xesp_010591	Spis_XP_022784554_1
Xesp_010591	Spis_XP_022784539_1
Xesp_012167	Spis_XP_022799049_1
Xesp_012276	Spis_XP_022791431_1
Xesp_011930	Spis_XP_022800205_1
Xesp_009682	Spis_XP_022788505_1
Xesp_015754	Spis_XP_022801448_1
Xesp_021862	Spis_XP_022790770_1
Xesp_014833	Spis_XP_022779228_1
Xesp_014833	Spis_XP_022793169_1
Xesp_004989	Spis_XP_022790607_1
Xesp_012521	Spis_XP_022804229_1
Xesp_011665	Spis_XP_022784760_1
Xesp_012282	Spis_XP_022796497_1
Xesp_014966	Spis_XP_022783357_1
Xesp_001088	Spis_XP_022789496_1
Xesp_009705	Spis_XP_022787329_1
Xesp_003940	Spis_XP_022793759_1
Xesp_017344	Spis_XP_022780320_1
Xesp_003939	Spis_XP_022793759_1
Xesp_005034	Spis_XP_022785810_1
Xesp_005032	Spis_XP_022785810_1
Xesp_011987	Spis_XP_022789414_1
Xesp_009930	Spis_XP_022798718_1
Xesp_002684	Spis_XP_022806328_1
Xesp_021747	Spis_XP_022804692_1
Xesp_017190	Spis_XP_022800276_1
Xesp_002444	Spis_XP_022804585_1
Xesp_020592	Spis_XP_022790745_1
Xesp_003333	Spis_XP_022789816_1
Xesp_004430	Spis_XP_022780525_1
Xesp_005229	Spis_XP_022804848_1
Xesp_007435	Spis_XP_022790142_1
Xesp_007941	Spis_XP_022783816_1
Xesp_002539	Spis_XP_022799686_1
Xesp_015018	Spis_XP_022785083_1
Xesp_015017	Spis_XP_022785083_1
Xesp_002933	Spis_XP_022803370_1
Xesp_012189	Spis_XP_022782279_1
Xesp_009675	Spis_XP_022784985_1
Xesp_008385	Spis_XP_022791955_1
Xesp_003915	Spis_XP_022784588_1
Xesp_012679	Spis_XP_022793940_1
Xesp_021707	Spis_XP_022783021_1
Xesp_011640	Spis_XP_022799658_1
Xesp_011640	Spis_XP_022794928_1
Xesp_011641	Spis_XP_022799658_1
Xesp_011641	Spis_XP_022794928_1
Xesp_004387	Spis_XP_022808214_1
Xesp_004415	Spis_XP_022808490_1
Xesp_004414	Spis_XP_022808490_1
Xesp_003338	Spis_XP_022797707_1
Xesp_009821	Spis_XP_022787300_1
Xesp_020342	Spis_XP_022802822_1
Xesp_008190	Spis_XP_022804837_1
Xesp_012230	Spis_XP_022787129_1
Xesp_022331	Spis_XP_022790122_1
Xesp_022329	Spis_XP_022790122_1
Xesp_005476	Spis_XP_022789988_1
Xesp_005458	Spis_XP_022789988_1
Xesp_012808	Spis_XP_022793255_1
Xesp_012808	Spis_XP_022793254_1
Xesp_013504	Spis_XP_022807154_1
Xesp_008222	Spis_XP_022798901_1
Xesp_008222	Spis_XP_022778264_1
Xesp_008603	Spis_XP_022780757_1
Xesp_003414	Spis_XP_022801174_1
Xesp_002869	Spis_XP_022804245_1
Xesp_016110	Spis_XP_022787650_1
Xesp_009816	Spis_XP_022788373_1
Xesp_009817	Spis_XP_022788373_1
Xesp_012563	Spis_XP_022784738_1
Xesp_005319	Spis_XP_022796845_1
Xesp_005187	Spis_XP_022794975_1
Xesp_005188	Spis_XP_022794975_1
Xesp_004746	Spis_XP_022794975_1
Xesp_002176	Spis_XP_022799321_1
Xesp_005202	Spis_XP_022794975_1
Xesp_008370	Spis_XP_022807882_1
Xesp_015589	Spis_XP_022806875_1
Xesp_018033	Spis_XP_022783763_1
Xesp_018033	Spis_XP_022800581_1
Xesp_018033	Spis_XP_022800623_1
Xesp_018033	Spis_XP_022787627_1
Xesp_018033	Spis_XP_022806449_1
Xesp_018033	Spis_XP_022808588_1
Xesp_018033	Spis_XP_022777720_1
Xesp_018033	Spis3494_1
Xesp_014638	Spis_XP_022801312_1
Xesp_002480	Spis_XP_022778412_1
Xesp_028262	Spis_XP_022803221_1
Xesp_028262	Spis_XP_022803224_1
Xesp_028437	Spis_XP_022778672_1
Xesp_028437	Spis_XP_022803221_1
Xesp_028437	Spis_XP_022803224_1
Xesp_025924	Spis_XP_022803221_1
Xesp_025924	Spis_XP_022803224_1
Xesp_028266	Spis_XP_022778672_1
Xesp_028266	Spis_XP_022803221_1
Xesp_028266	Spis_XP_022803224_1
Xesp_010461	Spis_XP_022803221_1
Xesp_010461	Spis_XP_022803224_1
Xesp_021289	Spis_XP_022805855_1
Xesp_013595	Spis_XP_022804899_1
Xesp_013595	Spis_XP_022778845_1
Xesp_013595	Spis25612_1
Xesp_012220	Spis_XP_022778851_1
Xesp_012220	Spis_XP_022784334_1
Xesp_012220	Spis_XP_022784306_1
Xesp_012220	Spis_XP_022784336_1
Xesp_012220	Spis_XP_022784335_1
Xesp_013882	Spis_XP_022779407_1
Xesp_005778	Spis_XP_022779615_1
Xesp_005780	Spis_XP_022779615_1
Xesp_005779	Spis_XP_022779615_1
Xesp_005371	Spis_XP_022779595_1
Xesp_005369	Spis_XP_022779595_1
Xesp_012033	Spis_XP_022779590_1
Xesp_012033	Spis_XP_022779639_1
Xesp_016297	Spis_XP_022780658_1
Xesp_016290	Spis_XP_022780658_1
Xesp_016298	Spis_XP_022780658_1
Xesp_025839	Spis_XP_022789001_1
Xesp_025839	Spis_XP_022800904_1
Xesp_025839	Spis_XP_022805826_1
Xesp_023207	Spis13454_1
Xesp_011698	Spis13454_1
Xesp_016254	Spis13454_1
Xesp_017953	Spis_XP_022801163_1
Xesp_017953	Spis_XP_022805826_1
Xesp_017953	Spis13454_1
Xesp_023187	Spis_XP_022781807_1
Xesp_023187	Spis_XP_022783703_1
Xesp_019805	Spis23719_1
Xesp_021016	Spis13454_1
Xesp_003660	Spis13454_1
Xesp_025841	Spis13454_1
Xesp_009000	Spis13454_1
Xesp_015204	Spis_XP_022809094_1
Xesp_008733	Spis_XP_022805202_1
Xesp_008733	Spis21927_1
Xesp_008733	Spis_XP_022796852_1
Xesp_015283	Spis13454_1
Xesp_014267	Spis11709_1
Xesp_014267	Spis_XP_022805826_1
Xesp_014267	Spis_XP_022801163_1
Xesp_014267	Spis_XP_022801618_1
Xesp_014267	Spis_XP_022789001_1
Xesp_014267	Spis_XP_022781807_1
Xesp_017475	Spis13454_1
Xesp_014713	Spis_XP_022785853_1
Xesp_019165	Spis23719_1
Xesp_024754	Spis13454_1
Xesp_026092	Spis_XP_022809094_1
Xesp_026092	Spis_XP_022805202_1
Xesp_026092	Spis21927_1
Xesp_026092	Spis_XP_022796852_1
Xesp_026114	Spis13454_1
Xesp_025446	Spis13454_1
Xesp_026962	Spis13454_1
Xesp_018168	Spis_XP_022781146_1
Xesp_022849	Spis21927_1
Xesp_022849	Spis_XP_022783703_1
Xesp_021114	Spis13454_1
Xesp_014237	Spis11709_1
Xesp_014237	Spis_XP_022805826_1
Xesp_014237	Spis_XP_022801163_1
Xesp_014237	Spis_XP_022801618_1
Xesp_014237	Spis_XP_022789001_1
Xesp_014237	Spis_XP_022781807_1
Xesp_012075	Spis11709_1
Xesp_012075	Spis_XP_022805826_1
Xesp_012075	Spis_XP_022801163_1
Xesp_012075	Spis_XP_022801618_1
Xesp_012075	Spis_XP_022789001_1
Xesp_012075	Spis_XP_022781807_1
Xesp_020996	Spis13454_1
Xesp_027020	Spis13454_1
Xesp_027762	Spis13454_1
Xesp_023035	Spis_XP_022781807_1
Xesp_023035	Spis_XP_022783703_1
Xesp_020477	Spis_XP_022809094_1
Xesp_028194	Spis_XP_022809094_1
Xesp_004075	Spis_XP_022809094_1
Xesp_017565	Spis_XP_022809094_1
Xesp_018119	Spis13454_1
Xesp_026358	Spis_XP_022805202_1
Xesp_026358	Spis21927_1
Xesp_025059	Spis13454_1
Xesp_025059	Spis_XP_022789001_1
Xesp_022822	Spis_XP_022781807_1
Xesp_022822	Spis_XP_022783703_1
Xesp_026342	Spis_XP_022785853_1
Xesp_026332	Spis11709_1
Xesp_026336	Spis11709_1
Xesp_026337	Spis11709_1
Xesp_026340	Spis11709_1
Xesp_022945	Spis11709_1
Xesp_022945	Spis_XP_022781146_1
Xesp_021029	Spis13454_1
Xesp_010809	Spis_XP_022805202_1
Xesp_010809	Spis21927_1
Xesp_022998	Spis_XP_022781807_1
Xesp_022998	Spis_XP_022783703_1
Xesp_028988	Spis_XP_022809094_1
Xesp_022976	Spis_XP_022781807_1
Xesp_022976	Spis_XP_022783703_1
Xesp_018845	Spis_XP_022789001_1
Xesp_018824	Spis_XP_022789001_1
Xesp_018845	Spis_XP_022800904_1
Xesp_018824	Spis_XP_022800904_1
Xesp_018845	Spis_XP_022805826_1
Xesp_018824	Spis_XP_022805826_1
Xesp_028998	Spis21927_1
Xesp_027534	Spis13454_1
